AMW,num_rings,fraction_CSP3,num_hba,num_hbd,num_het_atoms,logP,TPSA,solubility
163.829,0,1,0,0,3,2.1425,0,-1.54
164.204,1,0.2,2,1,2,2.1293,29.46,-1.56
164.208,1,0.222222222,1,1,3,1.7801,32.34,-1.6
164.375,0,1,2,0,6,1.5908,43.14,-2
165.074,0,1,0,0,1,2.9616,0,-3.81
165.192,1,0.222222222,3,1,3,1.4455,52.32,-2.616
165.834,0,0,0,0,4,3.0682,0,-2.54
166.176,1,0.222222222,3,1,3,1.5689,46.53,-2.35
166.223,3,0.076923077,0,0,0,3.2578,0,-5
167.211,3,0,0,1,1,3.3211,15.79,-5.27
167.258,2,0,3,1,3,2.585,12.89,-3.18
167.85,0,1,0,0,4,2.5938,0,-1.74
167.85,0,1,0,0,4,2.5954,0,-2.18
168.108,1,0,4,0,6,1.503,86.28,-3.39
168.108,1,0,4,0,6,1.503,86.28,-2.29
168.108,1,0,4,0,6,1.503,86.28,-3.1
168.112,2,0,3,4,7,-1.7672,114.37,-3.93
168.152,2,0.571428571,3,2,5,-0.4773,75.27,-1.655
168.195,3,0,1,0,1,3.586,13.14,-4.6
168.239,2,0.076923077,0,0,0,3.66202,0,-4.62
168.239,2,0.076923077,0,0,0,3.2774,0,-4.08
169.227,2,0,1,1,1,3.4302,12.03,-3.504
169.567,2,0,2,1,4,1.7745,46,-2.831
169.611,1,0.125,1,1,3,2.2984,29.1,-2.843
169.993,0,1,0,0,1,1.8314,0,-2.29
169.993,0,1,0,0,1,1.8298,0,-2.09
170.168,1,0.571428571,3,2,5,-0.2313,75.27,-1.228
170.211,2,0,1,1,1,3.0592,20.23,-3.48
170.211,2,0,1,0,1,3.4789,9.23,-3.96
170.92,0,1,0,0,6,2.6496,0,-2.74
171.037,1,0.142857143,0,0,1,2.75752,0,-2.23
171.037,1,0.142857143,0,0,1,2.75752,0,-3.19
171.156,1,0.5,5,1,6,0.09202,81.19,-1.22
171.156,1,0.5,5,1,6,0.09202,81.19,-1.26
171.221,1,0.142857143,2,1,4,0.64242,60.16,-1.74
172.183,2,0.090909091,2,0,2,2.0119,34.14,-3.03
172.209,1,0,3,2,5,-0.0838,86.18,-1.34
172.268,0,0.9,2,0,2,2.91,26.3,-3.39
172.268,0,0.9,2,0,2,2.91,26.3,-3.38
172.312,0,1,1,1,1,3.5079,20.23,-2.94
173.009,1,0,1,1,2,2.1547,20.23,-1.09
173.171,2,0,2,0,3,2.748,43.14,-3.54
173.835,0,1,0,0,2,1.7337,0,-1.17
175,1,0,0,0,2,2.5882,0,-2.7
175,1,0,0,0,2,2.5882,0,-2.67
176.215,1,0.181818182,2,0,2,2.2629,26.3,-3
178.234,3,0,0,0,0,3.993,0,-6.35
178.234,3,0,0,0,0,3.993,0,-5.26
179.101,0,1,0,0,1,3.3517,0,-4.43
179.219,1,0.3,3,1,3,1.8356,52.32,-2.452
179.219,1,0.3,2,1,3,2.0437,38.33,-2.35
179.219,1,0.3,2,1,3,2.02164,38.33,-2.581
179.222,3,0,1,0,1,3.388,12.89,-3.67
179.222,3,0,1,0,1,3.388,12.89,-2.78
180.156,1,1,6,5,6,-3.2214,110.38,0.74
180.156,1,1,6,5,6,-3.2198,110.38,0.64
180.156,1,1,6,6,6,-3.8346,121.38,0.35
180.163,1,0.125,3,1,5,1.5532,72.24,-2.692
180.167,2,0.285714286,5,1,6,-1.0397,72.68,-1.39
180.167,2,0.285714286,5,1,6,-1.0397,72.68,-2.523
180.207,1,0.222222222,2,2,4,1.5759,64.35,-2.17
180.21,3,0,2,0,2,2.783,25.78,-2.68
180.25,3,0.142857143,0,0,0,3.56622,0,-5.22
181.449,1,0,0,0,3,3.6468,0,-4
181.449,1,0,0,0,3,3.6468,0,-3.59
181.449,1,0,0,0,3,3.6468,0,-4.48
182.135,1,0.142857143,4,0,6,1.81142,86.28,-2.82
182.135,1,0.142857143,4,0,6,1.81142,86.28,-3
182.156,0,1,4,0,5,2.204,44.76,0.43
182.172,0,1,6,6,6,-3.5854,121.38,0.06
182.172,0,1,6,6,6,-3.5854,121.38,1.09
182.179,1,0.375,3,2,5,-0.0652,75.27,-1.16
182.179,2,0.625,3,2,5,-0.0872,75.27,-2.349
182.222,2,0,1,0,1,2.9176,17.07,-3.12
182.226,2,0,2,0,2,4.102,24.72,-4.45
182.266,2,0.142857143,0,0,0,3.4718,0,-4.62
183.169,0,0.75,4,1,6,1.24,55.4,0.54
184.02,0,1,0,0,1,2.2215,0,-2.96
184.147,1,0.125,5,3,5,0.59,86.99,-1.24
184.195,1,0.625,3,2,5,0.1588,75.27,-2.4
184.238,2,0.076923077,1,1,1,2.7683,20.23,-2.55
184.242,2,0,2,2,2,2.518,52.04,-2.7
184.242,2,0,2,2,2,3.1256,24.06,-2.92
184.263,3,0,1,0,1,4.0545,0,-4.38
185.227,1,0.75,2,2,5,0.3772,61.44,-2.15
186.295,0,0.909090909,2,0,2,3.3001,26.3,-3.8
186.295,0,0.909090909,2,0,2,3.3001,26.3,-4.69
186.339,0,1,1,1,1,3.8996,20.23,-4.8
187.375,0,1,0,0,6,2.9189,0,-3.04
187.862,0,1,0,0,2,1.7762,0,-1.68
188.23,2,0.181818182,3,0,3,1.48442,26.93,0.715
188.657,2,0,0,0,1,4.007,0,-4.88
188.657,2,0,0,0,1,4.007,0,-4.54
189.243,3,0.111111111,4,0,4,2.25242,30.19,-2.07
191.455,1,0,0,0,2,3.1025,0,-3.63
191.455,1,0,0,0,2,3.1025,0,-3.21
191.455,1,0,0,0,2,3.1025,0,-3.19
192.001,1,0,2,0,5,2.9016,43.14,-3.2
192.001,1,0,2,0,5,2.9016,43.14,-3.48
192.261,3,0.066666667,0,0,0,4.30142,0,-5.84
192.261,3,0.066666667,0,0,0,4.30142,0,-6.96
192.261,3,0.066666667,0,0,0,4.30142,0,-5.89
192.261,3,0.066666667,0,0,0,4.30142,0,-5.85
193.128,0,1,0,0,1,3.7418,0,-5.06
193.246,1,0.363636364,3,1,3,2.2257,52.32,-3.082
193.246,1,0.363636364,2,1,3,2.5282,38.33,-2.863
193.249,3,0,1,1,1,3.5752,26.02,-5.17
194.186,1,0.2,4,0,4,1.2598,52.6,-1.66
194.194,2,0.375,6,0,6,-1.0293,61.82,-0.876
194.233,3,0,1,1,1,3.6986,20.23,-4.73
194.237,3,0,2,1,2,2.9702,38.91,-4.22
194.274,1,0.5,2,2,2,3.2206,40.46,-2.59
196.202,2,0.5,4,0,4,0.8498,44.76,-1.899
196.206,1,0.444444444,3,2,5,0.3249,75.27,-1.614
196.206,2,0.666666667,3,2,5,0.3029,75.27,-3.06
196.681,1,0.3,1,0,3,2.86982,15.6,-2.86
197.381,0,1,0,0,5,2.5085,0,-1.71
197.448,1,0,1,1,4,3.3524,20.23,-2.67
197.448,1,0,1,1,4,3.3524,20.23,-2.64
197.448,1,0,1,1,4,3.3524,20.23,-2.34
197.448,1,0,1,1,4,3.3524,20.23,-2.67
197.448,1,0,1,1,4,3.3524,20.23,-2.21
198.134,1,0.142857143,5,1,7,1.51702,106.51,-1.456
198.222,1,0.666666667,3,1,5,0.501,66.48,-2.23
198.222,1,0.666666667,3,2,5,0.4048,75.27,-2.21
198.222,1,0.666666667,3,2,5,0.4048,75.27,-2.148
198.31,1,0.909090909,1,1,3,2.3705,32.34,-2.218
198.394,0,1,0,0,0,5.7074,0,-7.96
198.653,1,0.222222222,1,1,4,2.4335,32.34,-2.89
200.322,0,0.916666667,2,0,2,3.6902,26.3,-4.1
201.225,2,0.083333333,2,1,3,2.558,38.33,-3.224
201.225,2,0.083333333,2,1,3,2.84032,42.24,-3.3
201.661,1,0.571428571,5,2,6,1.3886,62.73,-4.55
202.256,4,0,0,0,0,4.4872,0,-6
202.256,4,0,0,0,0,4.584,0,-6.176
202.295,0,1,0,0,5,3.1603,0,-2.6
203.245,2,0.181818182,4,1,4,1.06662,52.95,-0.624
203.351,0,0.9,2,0,3,3.3716,20.31,-3.53
204.01,1,0,0,0,1,2.2912,0,-3.01
206.288,3,0.125,0,0,0,4.60984,0,-6.57
206.289,1,0.416666667,1,1,3,2.9035,32.34,-3.536
207.07,2,0,0,0,1,3.6023,0,-4.35
207.07,2,0,0,0,1,3.6023,0,-4.4
207.07,2,0,0,0,1,3.6023,0,-4.4
208.216,3,0,2,0,2,2.462,34.14,-5.19
208.217,1,0.3,3,2,5,0.491,75.27,-2.077
208.261,1,0.363636364,3,1,4,1.77922,41.57,-2.36
208.28,0,1,0,0,3,2.2986,0,-1.9
209.245,1,0.363636364,3,1,4,2.192,47.56,-2.05
209.253,2,0.555555556,5,2,6,-0.1303,95.11,-1.989
209.293,1,0.636363636,4,1,4,1.89922,49.25,-2.24
209.293,1,0.636363636,3,2,4,1.85272,57.78,-3.028
210.233,1,0.5,3,2,5,0.5709,75.27,-1.708
210.233,2,0.7,3,2,5,0.693,75.27,-3.168
210.285,1,0.666666667,6,0,6,0.0696,48.39,-3.364
211.261,1,0.636363636,3,0,4,1.9576,46.61,-0.85
211.269,1,0.666666667,6,2,6,1.1323,71.96,-2.084
211.692,1,0.363636364,1,0,3,2.6668,20.31,-2.48
212.248,2,0.071428571,2,1,2,2.6029,37.3,-2.85
212.249,1,0.7,3,2,5,0.7949,75.27,-2.39
212.249,1,0.7,3,2,5,0.939,75.27,-1.661
212.249,1,0.7,3,2,5,0.6508,75.27,-2.766
212.252,2,0,1,2,3,3.3306,41.13,-3.15
212.68,1,0.3,1,1,4,2.74192,32.34,-3.483
213.105,1,0,6,0,9,1.4112,129.42,-2.89
213.236,2,0,2,2,3,2.6445,49.33,-3.59
213.31,1,0.625,6,0,6,0.7255,45.15,-2.676
213.664,1,0.3,2,1,4,3.2969,38.33,-3.38
214.062,1,0.125,1,1,3,2.4075,29.1,-3.083
214.206,2,0.333333333,5,1,8,0.5809,88.37,-3.22
214.25,1,0,4,4,7,-0.55943,122.06,-1.99
214.264,2,0.142857143,2,2,2,2.4536,40.46,-1.93
214.294,1,0.625,6,1,6,0.3715,73.8,-2.253
214.349,0,0.923076923,2,0,2,4.0803,26.3,-4.69
214.393,0,1,1,1,1,4.6798,20.23,-5.84
214.652,1,0.222222222,2,1,5,2.3651,41.57,-2.57
215.362,1,0.909090909,2,0,3,3.5141,20.31,-3.4
215.688,1,0.625,5,2,6,1.7771,62.73,-3.85
215.894,1,0,0,0,4,4.3002,0,-4.57
215.894,1,0,0,0,4,4.3002,0,-4.63
215.894,1,0,0,0,4,4.3002,0,-5.56
216.192,3,0.083333333,4,0,4,2.5478,52.58,-3.664
216.283,4,0.058823529,0,0,0,4.411,0,-8.04
216.283,4,0.058823529,0,0,0,4.411,0,-6.68
216.668,1,0.555555556,3,1,5,1.25342,54.86,-2.484
217.268,2,0.384615385,2,1,3,1.771,46.17,-2.337
217.268,2,0.307692308,2,1,3,2.7095,38.33,-2.56
217.378,0,0.909090909,2,0,3,3.4735,20.31,-3.68
218.083,1,0.222222222,1,1,4,3.3419,29.1,-3
218.205,0,0.666666667,6,0,6,0.0443,78.9,-0.6
218.253,0,0.777777778,4,2,6,0.9834,104.64,-1.807
218.256,2,0.333333333,2,2,4,0.5379,58.2,-2.64
218.322,0,0.777777778,4,1,5,2.1075,50.69,-1.62
219.266,0,0.571428571,5,1,7,0.1071,71,0.106
221.256,2,0.416666667,3,1,4,2.1183,47.56,-2.8
221.26,1,0.272727273,3,1,5,1.6262,53.93,-2.34
221.647,2,0,4,1,5,1.4681,60.91,-2.878
222.24,1,0.333333333,4,0,4,2.04,52.6,-2.35
222.251,1,0.25,6,2,9,-0.8561,115.04,-2.36
222.332,3,0.923076923,1,1,3,2.0823,32.34,-3.171
223.102,2,0,0,0,2,4.6604,0,-5.27
223.102,2,0,0,0,2,4.6604,0,-5.28
223.102,2,0,0,0,2,4.6604,0,-6.56
223.102,2,0,0,0,2,4.6604,0,-6.39
223.102,2,0,0,0,2,4.6604,0,-5.21
223.165,0,0.571428571,5,1,7,1.0537,73.86,0.651
223.228,2,0.363636364,4,1,5,1.4502,56.79,-1.57
223.659,1,0.181818182,2,1,4,2.9102,38.33,-2.617
223.794,0,0.625,2,0,4,3.0988,3.24,-3.39
224.26,1,0.545454545,3,2,5,1.1051,75.27,-2.253
224.26,2,0.727272727,3,2,5,1.0831,75.27,-2.982
224.26,1,0.545454545,3,2,5,0.961,75.27,-2.016
225.296,1,0.7,6,2,6,1.5208,71.96,-2.478
225.296,1,0.7,6,2,6,1.5224,71.96,-3.239
225.313,1,0.363636364,3,1,4,2.6579,38.33,-2.09
226.101,0,1,0,0,1,3.3918,0,-4.81
226.235,3,0.076923077,3,0,4,2.4639,42.43,-3.672
226.276,1,0.727272727,3,2,5,1.185,75.27,-2.39
226.276,1,0.727272727,3,2,5,1.185,75.27,-2.658
226.276,1,0.727272727,3,2,5,1.185,75.27,-2.468
226.448,0,1,0,0,0,6.4876,0,-8.4
227.085,0,1,9,0,12,-1.0201,157.11,-2.22
227.132,1,0.142857143,6,0,9,1.71962,129.42,-3.22
227.337,1,0.666666667,6,2,6,1.8456,62.73,-3.04
228.294,4,0,0,0,0,5.1462,0,-8.057
228.294,4,0,0,0,0,5.1462,0,-8.6
228.294,4,0,0,0,0,5.1462,0,-6.726
228.42,0,1,1,1,1,5.0699,20.23,-6.35
228.679,1,0.3,2,1,5,2.4421,41.57,-2.564
229.715,1,0.666666667,5,1,6,1.803,53.94,-4.06
229.715,1,0.666666667,5,2,6,2.1656,62.73,-4.43
230.31,3,0,0,0,0,5.0206,0,-7.11
230.909,1,0.166666667,1,0,5,3.5617,12.89,-3.76
231.255,2,0.166666667,4,2,5,1.41762,67.16,-2.461
231.299,2,0.307692308,4,0,4,1.55042,30.17,-0.364
231.893,1,0,1,1,5,4.0058,20.23,-3.1
231.893,1,0,1,1,5,4.0058,20.23,-3.15
231.893,1,0,1,1,5,4.0058,20.23,-3.37
232.205,1,0.3,1,1,6,2.7989,32.34,-3.43
232.239,2,0.25,3,2,5,0.7004,75.27,-2.322
232.239,2,0.25,3,2,5,0.7004,75.27,-2.322
232.327,2,0.5,1,2,3,3.3868,41.13,-4.11
233.098,1,0.222222222,1,1,5,3.0869,32.34,-3.8
234.299,3,0.692307692,3,1,4,1.5305,54.86,-4.594
235.308,2,0.25,3,1,4,2.62,38.33,-3.14
235.906,1,0,0,0,2,3.2116,0,-4.07
235.906,1,0,0,0,2,3.2116,0,-3.54
235.906,1,0,0,0,2,3.2116,0,-3.5
236.271,2,0.583333333,3,2,5,1.2492,75.27,-2.17
236.271,1,0.333333333,3,2,5,1.7597,67.43,-1.83
236.702,1,0.25,1,1,4,2.8254,32.34,-3.9
236.74,0,1,0,0,6,3.7268,0,-3.67
237.097,0,0.714285714,2,2,5,1.135,72.19,-2.68
238.159,2,0.125,6,1,9,0.0735,118.05,-3.38
238.287,1,0.583333333,3,2,5,1.3511,75.27,-2.356
238.287,1,0.583333333,3,2,5,1.3511,75.27,-2.593
238.291,1,0.545454545,5,0,6,1.21984,58.56,-1.95
238.455,1,0,0,0,2,2.9446,0,-3.55
238.455,1,0,0,0,2,2.9446,0,-3.54
238.455,1,0,0,0,2,2.9446,0,-4.03
239.274,3,0.133333333,2,0,3,3.459,29.54,-3.68
239.318,2,0.1875,1,0,2,2.9067,20.31,-2.98
239.702,2,0.416666667,2,0,4,2.64,29.54,-2.338
240.215,1,0.4,5,1,7,2.7221,106.51,-3.38
240.444,0,0.666666667,4,0,6,2.0608,6.48,-3.9
240.698,1,0.555555556,6,2,7,1.67088,86.52,-3.15
241.243,1,0.363636364,5,2,6,0.5302,91.01,-0.985
241.364,1,0.7,6,2,6,2.2357,62.73,-4
241.364,1,0.7,6,2,6,2.2341,62.73,-4.1
242.321,4,0.052631579,0,0,0,5.45462,0,-6.57
242.321,4,0.052631579,0,0,0,5.45462,0,-6.59
242.344,1,0.727272727,3,2,5,1.3499,58.2,-3.36
242.447,0,1,1,1,1,5.46,20.23,-7
243.309,4,0,1,1,1,4.7284,26.02,-6.2
243.742,1,0.7,5,1,6,2.1915,53.94,-3.785
244.25,2,0.153846154,3,2,5,0.8665,75.27,-2.369
244.29,2,0.266666667,3,0,3,3.3103,39.44,-4.314
244.294,2,0.285714286,4,0,4,2.6691,44.12,-4.735
245.282,2,0.230769231,4,0,5,2.24112,47.36,-2.09
246.306,3,0.6,3,0,3,2.4196,43.37,-3.09
246.359,0,1,5,0,6,2.99,18.46,-3.091
248.307,2,0,4,2,5,1.6838,86.18,-3.094
249.097,1,0.222222222,2,1,6,3.0185,41.57,-3.592
250.301,3,0.125,3,0,3,3.00254,34.89,-2.925
250.339,1,0,0,0,5,4.9536,0,-5.65
252.273,3,0.066666667,2,2,4,1.7696,58.2,-4.097
252.316,5,0,0,0,0,5.7372,0,-8.804
252.316,5,0,0,0,0,5.6404,0,-8.23
252.316,5,0,0,0,0,5.6404,0,-8.49
252.316,5,0,0,0,0,5.7372,0,-8.699
252.316,5,0,0,0,0,5.6404,0,-8
252.316,5,0,0,0,0,5.7372,0,-7.8
252.317,3,0.1875,2,0,3,3.4346,23.55,-4.749
252.731,0,1,0,0,3,2.4547,0,-1.91
253.269,3,0,7,3,7,0.8334,129.62,-2.404
253.305,3,0.2,3,0,4,2.8296,36.44,-3.324
253.367,1,0.461538462,3,0,4,3.2604,29.54,-3.927
254.07,2,0,0,0,1,3.4444,0,-4.55
254.246,2,0.5,8,2,8,-2.2131,102.28,-0.17
254.289,3,0.133333333,3,1,4,2.95952,55.56,-3.928
254.293,3,0.214285714,4,0,5,2.2246,49.33,-2.62
254.332,5,0.1,0,0,0,5.2448,0,-7.85
254.355,1,0.583333333,3,2,5,1.516,58.2,-3.46
255.277,3,0.142857143,4,1,5,2.35452,68.45,-3.043
255.292,3,0.1875,1,0,3,3.2071,20.31,-4.799
256.305,3,0.333333333,4,1,4,2.1311,55.24,-2.596
256.308,4,0,2,0,2,4.45,25.78,-5.4
256.331,2,0.7,5,1,7,1.0258,69.56,-1.877
256.348,4,0.1,0,0,0,5.76304,0,-7.02
256.348,4,0.1,0,0,0,5.76304,0,-7.01
257.273,0,0.666666667,6,0,8,0.8517,55.84,-1.995
257.437,0,1,4,1,8,2.1609,55.76,-0.22
257.547,2,0,0,0,3,5.3138,0,-6.01
257.547,2,0,0,0,3,5.3138,0,-6.29
257.547,2,0,0,0,3,5.3138,0,-6.25
257.547,2,0,0,0,3,5.3138,0,-6.14
257.769,1,0.727272727,5,0,6,2.2174,45.15,-4.411
258.104,1,0.181818182,2,1,5,3.1307,38.33,-4.37
258.233,3,0.230769231,4,1,6,0.0878,83.55,-2.676
258.324,2,0.222222222,5,1,7,1.3424,82.28,-3.81
259.762,1,0.5,4,0,6,2.0905,46.09,-1.716
260.245,3,0.214285714,5,0,5,2.86482,61.81,-3.021
260.253,2,0.166666667,5,1,7,1.1077,90.06,-2.81
260.386,0,1,5,0,6,3.7277,18.46,-4.11
260.762,0,0,0,0,6,4.7574,0,-4.92
261.064,2,0.111111111,5,0,7,1.436,57.14,-2.82
261.119,1,0.555555556,3,1,5,1.57852,54.86,-2.523
261.919,1,0.142857143,2,1,6,4.0144,29.46,-4.02
262.261,3,0.357142857,5,2,5,1.5528,75.99,-2.943
262.309,3,0.642857143,3,2,5,1.4952,75.27,-2.696
263.381,1,0.5625,2,1,3,3.9998,38.33,-4.24
265.914,1,0,2,0,6,4.04356,47.58,-5.64
266.098,2,0,4,1,5,1.5772,60.91,-3.127
266.257,3,0.454545455,8,4,8,-1.375,126.65,-1.95
266.304,4,0.266666667,4,1,5,2.65122,58.12,-3.19
266.338,1,0,1,1,6,4.6592,20.23,-4.28
266.34,4,0.388888889,2,1,2,3.9444,37.3,-5.24
266.34,2,0.111111111,2,2,2,4.6046,40.46,-4.95
267.306,2,0.25,4,1,6,1.3016,72.47,-2.281
267.835,0,1,0,0,2,1.8139,0,-2.34
267.93,2,0,2,0,6,4.2434,25.78,-5.43
268.229,3,0.5,9,4,9,-1.8566,133.75,-1.23
268.32,3,0.266666667,4,0,5,2.6147,49.33,-2.86
268.32,3,0.266666667,4,1,5,2.81714,58.12,-4.554
268.356,2,0.222222222,2,2,2,4.8286,40.46,-4.07
268.356,4,0.5,2,1,2,3.7375,37.3,-5.282
268.359,5,0.142857143,0,0,0,5.55322,0,-7.92
268.36,2,0.235294118,1,1,3,3.7677,32.34,-3.35
269.127,2,0.076923077,2,2,4,3.9954,40.46,-3.953
269.373,3,0.2,3,0,4,3.3649,19.37,-4.706
269.772,1,0.5,2,0,4,2.9871,29.54,-3.26
270.225,0,0.7,2,0,5,4.2774,20.31,-4.286
270.361,3,0.214285714,4,0,5,2.7599,32.26,-4.634
270.372,2,0.333333333,2,2,2,4.7852,40.46,-4.43
270.372,4,0.611111111,2,1,2,3.8174,37.3,-3.955
270.501,0,1,1,1,1,6.2402,20.23,-8.4
271.36,2,0.352941176,2,0,3,3.4755,29.54,-3.57
271.39,1,0.727272727,7,2,7,1.8622,71.96,-2.928
272.388,4,0.666666667,2,2,2,3.6092,40.46,-5.03
273.723,3,0.142857143,3,1,5,3.4587,45.23,-5.36
274.413,0,1,5,0,6,3.7702,18.46,-4.23
275.179,1,0.416666667,1,1,5,4.2572,32.34,-4.77
276.338,6,0,0,0,0,6.3282,0,-9.018
276.915,1,0,2,1,4,2.78888,44.02,-3.33
277.238,1,0.333333333,6,0,8,2.79932,70.83,-4.04
278.335,1,0.4,5,0,6,3.61302,27.69,-4.57
278.348,1,0.5,4,0,4,3.6004,52.6,-4.4
278.354,5,0,0,0,0,6.2994,0,-7.87
279.336,1,0.466666667,4,0,5,1.84434,55.84,-1.601
279.34,1,0.428571429,3,2,6,2.667,70.67,-2.93
281.271,3,0.066666667,4,1,6,2.3843,84.6,-3.796
281.314,0,0.7,5,1,7,2.3388,56.79,-3.408
281.352,2,0.8,4,2,5,1.0415,83.47,-1.13
282.556,0,1,0,0,0,8.048,0,-8.172
282.906,1,0,0,0,2,3.0537,0,-4.56
283.331,3,0.25,4,1,5,3.12232,54.46,-5.153
283.799,1,0.533333333,2,0,4,3.16412,29.54,-2.73
284.098,2,0,3,0,6,4.6939,52.37,-5.46
284.142,3,0.384615385,2,0,5,3.2829,37.38,-4.8
284.746,3,0.125,2,0,4,3.1538,32.67,-3.754
285.343,3,0.352941176,3,0,4,2.9972,38.77,-3.46
286.114,2,0.166666667,3,0,6,3.4213,46.61,-4.925
286.156,2,0.25,8,6,12,-4.8194,191,-1.99
286.28,2,0.538461538,7,5,7,-1.6424,119.61,-0.85
286.331,2,0.1875,3,1,5,3.581,50.8,-4.16
286.349,2,0.538461538,5,0,6,2.0576,61.83,-3.42
286.415,4,0.789473684,2,0,2,4.0874,34.14,-3.69
286.718,3,0.066666667,3,2,5,2.4479,61.69,-3.952
287.343,0,0.875,6,1,8,1.9882,64.63,1.144
288.255,3,0.133333333,6,4,6,2.2155,107.22,-3.62
288.387,4,0.666666667,3,3,3,2.58,60.69,-4.955
288.431,4,0.842105263,2,1,2,3.8792,37.3,-4.02
288.431,4,0.842105263,2,1,2,3.8792,37.3,-4.12
288.44,0,1,5,0,6,4.5063,18.46,-4.755
288.738,3,0.214285714,4,0,6,2.878,49.33,-4.114
289.545,2,0,2,1,5,5.1447,29.46,-4.46
289.744,2,0.3,4,3,8,0.8788,101.29,-3.29
290.323,2,0.357142857,5,2,7,2.5724,85.25,-4.883
290.447,4,0.947368421,2,1,2,3.9591,37.3,-4.743
290.447,4,0.947368421,2,1,2,3.9591,37.3,-4.16
290.447,4,0.947368421,2,1,2,3.9591,37.3,-4.402
290.75,2,0.133333333,2,1,5,4.2258,41.57,-4.89
290.832,1,1,0,0,6,3.6444,0,-4.64
291.265,1,0.4,6,0,8,3.2711,70.83,-4.66
291.992,2,0,0,0,4,5.9672,0,-7.28
291.992,2,0,0,0,4,5.9672,0,-6.57
291.992,2,0,0,0,4,5.9672,0,-7.39
291.992,2,0,0,0,4,5.9672,0,-7.25
291.992,2,0,0,0,4,5.9672,0,-6.47
292.334,4,0.210526316,3,1,3,3.9668,50.44,-2.84
293.348,2,0.230769231,5,1,7,1.94934,89.43,-3.59
293.407,1,0.588235294,4,0,4,3.8884,38.77,-3.84
293.414,2,0.263157895,2,0,3,4.87188,27.96,-5.47
293.548,1,0.222222222,2,1,6,3.1276,41.57,-3.924
293.754,2,0.357142857,5,0,6,3.1243,57.01,-3.61
295.298,3,0.0625,4,2,6,2.9722,84.08,-3.88
295.298,3,0.125,4,0,6,2.4086,75.81,-3.796
295.336,1,0,2,0,8,4.8618,43.14,-5.82
295.729,2,0,5,2,10,-0.0609,118.69,-3.05
296.374,3,0.294117647,4,1,5,3.17972,48.47,-4.871
296.41,4,0.6,2,2,2,3.6126,40.46,-4.3
296.552,0,0.8,4,0,6,3.6212,6.48,-4.86
297.656,1,0.25,6,0,9,3.1443,70.83,-4.31
297.745,2,0.142857143,5,3,10,-0.3513,118.36,-2.63
298.304,1,0.333333333,6,0,7,3.22838,63.84,-4.862
298.367,3,0.125,4,0,5,3.3381,42.43,-4.873
299.288,2,0.333333333,5,0,7,2.5801,55.84,-3.35
299.691,0,0.7,5,0,8,2.395,65.07,0.523
300.266,4,0.1875,6,4,6,1.3296,107.22,-2.7
300.314,2,0.125,4,2,6,3.78422,76.66,-4.805
300.314,2,0.125,4,2,6,3.8659,76.66,-4.632
300.36,7,0,0,0,0,6.9192,0,-9.332
300.362,3,0.4375,4,0,6,2.06422,56.22,-3.538
300.398,4,0.736842105,3,0,3,3.2664,51.21,-3.48
301.296,3,0.125,4,1,6,2.4924,50.94,-3.37
301.342,2,0.235294118,4,1,5,3.6038,56.79,-4.7
302.238,3,0,7,5,7,1.988,131.36,-3.083
302.458,4,0.85,2,1,2,4.2693,37.3,-3.999
303.156,1,0.545454545,3,2,6,1.6836,75.27,-2.647
303.671,2,0.166666667,4,1,8,2.9464,46.92,-4.046
304.352,1,0.666666667,6,0,7,3.58472,53.47,-3.64
304.67,0,0.7,2,0,6,4.8439,20.31,-4.88
306.276,3,0.230769231,7,1,9,0.7358,81.65,-1.8
306.515,5,1,2,1,2,4.4839,20.23,-5.41
308.333,3,0.157894737,4,1,4,3.6096,67.51,-3.893
308.361,1,0.454545455,5,0,7,3.1003,44.76,-2.3
308.381,3,0.263157895,2,0,4,3.7878,40.62,-3.81
309.366,1,0.6,5,0,7,4.2528,89.52,-6.49
309.529,2,1,6,3,9,-0.4629,88.38,-1.84
310.297,1,0.363636364,3,2,9,2.52334,75.27,-3.24
310.478,0,0.736842105,3,0,3,5.062,35.53,-5.19
310.687,2,0,2,2,7,3.5801,58.2,-6.02
311.853,1,0.588235294,2,0,4,4.1574,29.54,-4.19
312.118,2,0.416666667,1,0,7,3.5144,20.31,-4.047
312.453,4,0.761904762,2,1,2,3.8826,37.3,-5.66
313.361,3,0.3125,6,2,7,1.6288,81.59,-3.36
313.747,1,0.777777778,7,0,9,3.1887,58.4,-3.658
314.425,4,0.75,3,2,3,2.6074,57.53,-4.57
314.466,0,0.888888889,4,0,4,4.7938,52.6,-3.896
314.469,4,0.80952381,2,0,2,4.7235,34.14,-4.42
314.522,0,1,4,0,5,6.6944,17.07,-5.14
314.802,1,0,0,0,3,3.9741,0,-4.5
314.802,1,0,0,0,3,3.9741,0,-5.6
315.716,3,0.066666667,4,1,7,3.0377,84.6,-3.499
316.427,1,0.692307692,6,1,8,1.74462,84.42,-4.16
316.485,4,0.857142857,2,1,2,4.5153,37.3,-4.65
318.03,2,0,0,0,4,6.1879,0,-6.9
318.328,4,0.05,4,2,4,3.5601,66.76,-2.9
320.046,2,0.142857143,0,0,4,5.929,0,-7.2
320.046,2,0.142857143,0,0,4,5.929,0,-6.51
320.046,2,0.142857143,0,0,4,5.929,0,-7.2
